"","variety","treatment","23","31","38","39","45","46","52","55","56"
"W1-117","GmWMC010","W1",0.211926990228802,0.266581979840276,0.271607971166458,0.249424187725629,0.266844570736212,0.332934639627933,0.290316566722148,0.291548117394992,0.337436056926569
"W1-118","GmJMC016","W1",0.266005211878073,0.280561782570802,0.490551471922722,0.508472122066869,0.536022833808202,0.587887183784542,0.631437728072278,0.650663058464972,0.648615379766744
"W1-119","GmWMC183","W1",0.191426323672126,0.215263177511018,0.30935629867105,0.312763767771298,0.371892315764369,0.396313738835714,0.551595773158697,0.629506420712023,0.675196987126233
"W1-120","GmWMC124","W1",0.202860571374988,0.228724800001236,0.335257025913084,0.316483038651747,0.366873976922055,0.42342532641799,0.586205956423056,0.604366273717355,0.642065634114964
"W1-121","GmWMC123","W1",0.296239529529399,0.303872258097427,0.526695674658725,0.530676446632709,0.61341161420768,0.640633636650968,0.72107051410399,0.741843007652778,0.75248109842415
"W1-122","GmJMC004","W1",0.226562784910771,0.243665581795866,0.356489479878322,0.404306595674159,0.477228299239344,0.4939745092606,0.490114193691483,0.514045256506953,0.581889458349069
"W1-123","GmJMC091","W1",0.191115686771932,0.265671940451791,0.48023304090428,0.51357043880728,0.592846740912903,0.63854055914206,0.683825237160257,0.688218603791063,0.730276597666908
"W1-124","GmWMC129","W1",0.15307506626673,0.203386176952592,0.227312323427729,0.25763160124996,0.27143551842329,0.274113256880832,0.470117111508054,0.494167483291999,0.586117608570395
"W1-125","GmWMC012","W1",0.215204576966962,0.230995583158784,0.458535827134537,0.450950619436973,0.499280472668914,0.577104729713719,0.664161518412581,0.701763145853825,0.718482125847965
"W1-126","GmWMC045","W1",0.186452443977637,0.283565967532239,0.38474038922552,0.358899626709321,0.401112025589564,0.428559607423042,0.561710853691247,0.62610031422023,0.674740248536895
"W1-127","GmJMC040","W1",0.194558087680797,0.220774031805752,0.343954882901376,0.375567653893864,0.431940823148647,0.494757598888395,0.55216594385263,0.626426814655988,0.664513394707895
"W1-128","GmJMC079","W1",0.227358691918358,0.233869818594879,0.439008612438681,0.464373859117239,0.509932308238698,0.566157309708684,0.698537727001832,0.738667321608867,0.746012277244229
"W1-129","GmWMC018","W1",0.202137423792976,0.207036252311691,0.241998857925796,0.235139053631537,0.36080207565407,0.3554608036298,0.343980419485424,0.375556640303303,0.425933546155271
"W1-130","GmWMC015","W1",0.187542166709471,0.224119133670299,0.458415960560189,0.433943242123653,0.545617822237348,0.563534232906849,0.663113103716977,0.68441103735345,0.701024337836353
"W1-131","GmJMC102","W1",0.19049287920745,0.20816918902264,0.356613494147518,0.352634000163095,0.493291129775804,0.505945394734385,0.606100897419033,0.66408026279668,0.689591970933888
"W1-132","GmJMC043","W1",0.209143318396489,0.218099791582698,0.310590086943082,0.322674689373674,0.337694158786483,0.393008295081153,0.49769423560838,0.523879944095426,0.564326344476435
"W1-133","GmWMC066","W1",0.220033423360585,0.248513785013648,0.346067653383432,0.363760515147693,0.400168936673582,0.444066330568106,0.575731220476749,0.67497525849833,0.703745253028976
"W1-134","GmWMC073","W1",0.236278339539896,0.231895700024791,0.349124517374337,0.302268018981667,0.310957454884952,0.296863676674618,0.376129756398871,0.494156052553253,0.552166793534452
"W1-135","GmWMC132","W1",0.212938698824601,0.283389781831887,0.435252796799311,0.398096794302712,0.497634103035778,0.561847630019369,0.630278321664057,0.667250800539869,0.701147079356425
"W1-136","GmWMC170","W1",0.235248950077231,0.346439058504275,0.584980546807429,0.590515319991278,0.690215524689265,0.69451565324557,0.756594998645153,0.781994847051177,0.771255632000467
"W1-137","GmJMC033","W1",0.324118464389431,0.432565289845086,0.60876353091048,0.58835067425928,0.565289524122738,0.569469955421247,0.597041390849296,0.635388783124752,0.656542125535761
"W1-138","GmWMC144","W1",0.256103761381761,0.273265462652949,0.407311892309229,0.39433185980195,0.519771389771989,0.555756518756532,0.67737342697442,0.727852390609042,0.734673452425677
"W1-139","GmWMC118","W1",0.307406087975112,0.412228906466825,0.621552208349007,0.591418583316881,0.623535834901069,0.685159478469306,0.738475351875639,0.753019320040701,0.76140274304479
"W1-140","GmJMC139","W1",0.279174043696136,0.42465229973337,0.615493197980979,0.588887954592397,0.68812172940369,0.702639866087448,0.754775359623543,0.778337894175606,0.772618304281699
"W1-141","GmWMC171","W1",0.281779455403813,0.386384312420482,0.637866494291369,0.606132894045984,0.701126445802942,0.715127754852784,0.747942996187078,0.775127796175601,0.774569031656467
"W1-142","GmJMC002","W1",0.214516621208376,0.266974577786021,0.31386728140454,0.292999961252421,0.300930746406588,0.338591041598746,0.340919278165911,0.332016769494858,0.391327345472664
"W1-143","GmWMC048","W1",0.251261515520448,0.231194607193231,0.408986407583853,0.377153197361787,0.461113535865785,0.566867388014443,0.618281308793577,0.612460990669419,0.644818625769976
"W1-144","GmJMC057","W1",0.209445832122346,0.206664447911859,0.297254730118269,0.286874553954633,0.407639647661344,0.472405735954828,0.556718535346032,0.569273373562381,0.676240220584063
"W1-145","GmWMC186","W1",0.125328502740981,0.159924342921687,0.218086736491569,0.196175496125256,0.220308820834301,0.253876790049558,0.347010459502882,0.399463245451029,0.518654547347592
"W1-146","GmWMC075","W1",0.193042077743629,0.236567960546003,0.280963892730337,0.291754944483891,0.36186284126719,0.406344023805137,0.478758247486248,0.545856746759494,0.599684479509123
"W1-147","GmWMC011","W1",0.184561229784295,0.194074464998878,0.251896492737791,0.286587637604708,0.275927790682132,0.370532784371454,0.454484668388654,0.524237560923441,0.57173205640636
"W1-148","GmJMC081","W1",0.17338153028268,0.190021495229296,0.283671430371964,0.274039316287609,0.276147659008802,0.346635904050832,0.397682579790744,0.438452332188798,0.520842075134925
"W1-149","GmJMC130","W1",0.154185305105699,0.195510389353676,0.2822814839768,0.292484157805753,0.270315970673792,0.334749271152132,0.420027107124778,0.492464920194587,0.533143584051593
"W1-150","GmWMC071","W1",0.219766401683211,0.351010127827046,0.561079295550447,0.560410788857024,0.596566114404262,0.655268840413562,0.667381146184745,0.701279877059746,0.721109530120212
"W1-151","GmJMC062","W1",0.248602163916793,0.230185081806223,0.279833133636807,0.287752035799884,0.372421530548914,0.406962017137288,0.504305475604361,0.580093158802407,0.629114990420989
"W1-152","GmWMC178","W1",0.169583177162011,0.190502008411619,0.387263780499788,0.371819021765447,0.420071099044085,0.49127297501435,0.581692037069235,0.643721174140506,0.664642458765717
"W1-153","GmWMC157","W1",0.199230893985277,0.174167458324892,0.24005329250304,0.244221661215296,0.275182813944798,0.342552531534611,0.391197166737092,0.43827392156524,0.50378214788704
"W1-154","GmWMC001","W1",0.231092815219011,0.295350071760447,0.366779185834204,0.344565253359203,0.317885512753213,0.360762626603975,0.33809017205781,0.375320881204839,0.437506164979185
"W1-155","GmJMC161","W1",0.206651496842758,0.287046485612821,0.446755044161458,0.45871939026329,0.526399289793433,0.588291445880443,0.673520696453462,0.699983289703446,0.705313103931768
"W1-156","GmJMC149","W1",0.22486983138406,0.329226734743616,0.545983655604143,0.540736986121199,0.585750187412846,0.622585122097678,0.705359531613444,0.754478462846458,0.752848945402631
"W1-157","GmJMC065","W1",0.212334071882471,0.256237401239901,0.409376504239865,0.429529416931447,0.469108493845023,0.536082266827287,0.540169878312725,0.592204080408599,0.60396809517779
"W1-158","GmJMC058","W1",0.189182136983533,0.309053027027266,0.540216613901438,0.571300081328158,0.61869168814675,0.655947770491035,0.689639796508005,0.738921495249667,0.735959691584647
