"","variety","treatment","24","26","32","34","36","38","41","43","45","47","50","52","55","58"
"W1-001","GmWMC109","W1",-0.125263001902688,NA,NA,0.0637744028044104,NA,NA,-0.102623352092417,-0.142142717566477,-0.123779177717948,-0.0859619718411316,0.00140041324788795,-0.00781464439453277,-0.00998039767830598,0.203338651037999
"W1-002","GmWMC020","W1",-0.132801086860679,NA,0.308893384156234,-0.136966885930891,NA,NA,-0.0724864172399075,-0.0998502078724986,-0.128447659062525,-0.0684405338958373,0.0377641648872216,0.0227536143047138,0.0200538386879492,0.215972461267971
"W1-003","GmJMC033","W1",-0.0662775992108031,NA,0.321177398485701,0.0424851077642795,NA,NA,-0.0586724082918377,-0.0966047956588336,-0.114662947117445,-0.0716756332067589,-0.00212388150461588,-0.0421729515598641,-0.0970765054063757,0.166847033682184
"W1-004","GmWMC140","W1",-0.293183045210462,NA,0.10736012086104,-0.182653788811823,NA,NA,-0.117705481925475,-0.149877800566505,-0.16908826248596,-0.123636813905132,-0.0228582231425807,-0.0648883367557892,-0.0735234493597202,0.196569432515769
"W1-005","GmJMC057","W1",-0.277133074166316,NA,0.0731209227623126,NA,NA,NA,-0.160941289179418,-0.164180678011477,-0.193324637626237,-0.125512261582643,-0.0337070511234474,-0.0620559518368069,-0.0715608976248399,0.206501831074626
"W1-006","GmWMC120","W1",-0.238484974387961,NA,0.136220722570893,NA,NA,NA,-0.0616762568284269,-0.138732149766735,-0.119395677911471,-0.0395199161520533,0.0292955921476138,-0.00452145639908704,0.0291460202109343,0.253593268366478
"W1-007","GmWMC132","W1",-0.26754228169429,NA,0.174249984432002,-0.0889591647525493,NA,NA,-0.0850908158855175,-0.136704967578187,-0.154481908765067,-0.0804465807598162,0.0184063730279166,0.0193297408791384,0.0274845381798128,0.240976754029837
"W1-008","GmJMC095","W1",-0.172696835511394,NA,0.229873570142053,0.238715447862217,NA,NA,-0.0633572953229119,-0.0995419555581057,-0.0751450640386633,0.0224455599666845,0.0528176318972983,0.0771776422469722,0.101260396054092,0.26954235043592
"W1-009","GmJMC090","W1",-0.0241337417261848,NA,0.316827819860891,0.2851588315955,NA,NA,-0.0202062158297395,-0.0447196377808981,-0.0477622871970532,-0.0021010104686554,0.0853784836325918,0.0795110908432992,0.061892593651964,0.265142668063053
"W1-010","GmWMC142","W1",-0.259974831073846,NA,-0.0876143779051178,NA,NA,NA,-0.181192010612248,-0.17069237725323,-0.216441662793595,-0.15042253905782,-0.0915594658014613,-0.092190078468554,-0.121581418833531,0.184023304320847
"W1-011","GmJMC104","W1",-0.0744134422289463,NA,0.383377012901763,0.363643542696481,NA,NA,-0.00828080598656137,-0.0481330744341609,-0.0350677206044552,0.00142024711113402,0.0452240059188703,0.0518403576663077,0.0499766689673885,0.253740147824029
"W1-012","GmWMC010","W1",-0.243981496728577,NA,0.249379919163278,0.241972194795386,NA,NA,-0.0337663137445863,-0.0951111281548772,-0.0610790102346648,-0.0183263457244407,0.032321543741997,0.00447724379117488,-0.00116484882967751,0.216774967986402
"W1-013","GmWMC035","W1",-0.288980919962001,NA,0.179759087925379,0.172622026455848,NA,NA,-0.0396051517555195,-0.101012051087197,-0.0405798169221379,-0.0247795518616007,0.0432351329669708,0.0309743804104408,0.0333181739206376,0.224249721225486
"W1-014","GmWMC157","W1",-0.359085989266539,NA,-0.136504908716936,-0.25099250333033,NA,NA,-0.20879402002359,-0.17934831349872,-0.265568489730216,-0.17038696903414,-0.101609548563485,-0.155156881411042,-0.153289258832046,0.176025383548046
"W1-015","GmWMC185","W1",-0.210261861749921,NA,0.257950143540416,0.233216476561338,NA,NA,-0.0296653840922989,-0.0411977355283602,-0.00617229762136609,0.0282782093799172,0.0439644141045305,0.0465628028846511,0.030797911875693,0.247232132475972
"W1-016","GmWMC124","W1",-0.127304036558216,NA,0.220748659049374,0.229120303491108,NA,NA,-0.0569405252211575,-0.140983112605267,-0.0793496250953998,-0.0387677962273584,0.0191500748330049,-0.00625833626933489,0.0196913140278631,0.25316948789034
"W1-017","GmJMC034","W1",-0.0467740348085017,NA,0.312491088558514,0.373593675706592,NA,NA,-0.0142516146954263,-0.0418364526451998,-0.0185892054325909,0.00709889998008993,0.0676550198443592,0.0576570941093639,0.0743731382197107,0.275627244621318
"W1-018","GmWMC135","W1",-0.252435691788656,NA,0.157699223758849,0.121679860657132,NA,NA,-0.0732383672025834,-0.129848226925888,-0.108741162951902,-0.0494900274403541,0.0304507934169724,0.00973537782867437,0.041285719480233,0.255115468926124
"W1-019","GmWMC066","W1",-0.169817570396105,NA,0.387192023440491,0.424622486236517,NA,NA,-0.0244791838077999,-0.0391947002027937,-0.0366455673941926,0.00280835133722346,0.0751922563683797,0.0593810494220325,0.100972864900432,0.277961429490214
"W1-020","C1290","W1",-0.312961017766446,NA,-0.091140588089341,NA,NA,NA,-0.0969143339366239,-0.186859328737894,-0.246154751141086,-0.167273112616388,-0.0105655472643628,-0.0603539515977649,-0.0854825933957902,0.218106233388141
"W1-021","GmWMC178","W1",-0.260105123745937,NA,0.161973780788783,0.281241734344526,NA,NA,-0.0313171721548715,-0.0842339286720862,-0.0609961481788604,0.00565081512125055,0.0370894524157045,0.0329131276661014,0.0329332207523676,0.250310118960741
"W1-022","GmJMC101","W1",-0.224503424567032,NA,0.284165227011521,0.300467177323339,NA,NA,-0.0502963251626227,-0.0976955995884951,-0.0484388015298858,-0.00874562151562732,0.0224499157427152,0.0356772510157415,0.0450061192118506,0.255528118393638
