"","variety","treatment","24","26","32","34","36","38","41","43","45","47","50","52","55","58"
"W1-001","GmWMC109","W1",0.180480732322558,NA,NA,0.14450005722954,0.276735982904569,NA,0.296944071346256,0.331208703534562,0.227060694861244,0.379587173957913,0.471975130303047,0.510567946588726,0.701368275373051,0.738964381498642
"W1-002","GmWMC020","W1",0.286145026044478,NA,0.130609534760059,0.147769913720793,0.442830419029155,NA,0.419604191970426,0.495966495215738,0.334909598380734,0.481575135718225,0.53081179512804,0.552659300727355,0.695795567248013,0.74174998021578
"W1-003","GmJMC033","W1",0.280470172660213,NA,0.146932033147081,0.151607576807053,0.394617636309833,NA,0.43096172704697,0.427299459417594,0.25607247702454,0.424607877488439,0.432258303051191,0.416116458062814,0.564145022606285,0.543723318920086
"W1-004","GmWMC140","W1",0.312756823667029,NA,0.153076405686945,0.139798065167248,0.311569234974151,NA,0.319043200986158,0.358685250939272,0.179532346707547,0.396890108255681,0.439882295679184,0.462442258601746,0.684829152176771,0.715999183567587
"W1-005","GmJMC057","W1",0.240657544543299,NA,0.172029215278577,NA,0.212191655589273,NA,0.230469672048541,0.273183882369132,0.201440971159013,0.351085544654588,0.383220628872361,0.424201308001759,0.583278218548596,0.64432510770086
"W1-006","GmWMC120","W1",0.201726422253284,NA,0.257921281622596,NA,0.306250261697617,NA,0.311572311439519,0.353071983084363,0.350898193006035,0.39275604860501,0.47876121249801,0.526328270669835,0.686394379902253,0.769604042888114
"W1-007","GmWMC132","W1",0.238246171742741,NA,0.321735952896655,0.122597433871137,0.335020371021676,NA,0.320367592622626,0.32392755967234,0.346121451452208,0.384811661695626,0.451535820621615,0.497980746271849,0.648229588545674,0.69042376290034
"W1-008","GmJMC095","W1",0.312372523091235,NA,0.368940257917428,0.198168832057272,0.446544148261733,NA,0.489061883750511,0.492831563160426,0.494325819940679,0.533429567142496,0.574983880210727,0.616205538727476,0.760729582699054,0.782468183777659
"W1-009","GmJMC090","W1",0.29362608844143,NA,0.401578864576445,0.239865596845596,0.449121303418149,NA,0.508161285946444,0.517843897849843,0.491651824228967,0.496936796330134,0.542880310950818,0.618997114459091,0.770342320405562,0.762247872155665
"W1-010","GmWMC142","W1",0.198252072432641,NA,0.198358256978306,NA,0.202712800260356,NA,0.222540292053573,0.24496061363777,0.235463802397828,0.280772371946241,0.311375418525525,0.370949594072336,0.535210080695607,0.674611145426139
"W1-011","GmJMC104","W1",0.304538230163691,NA,0.469294570748194,0.32010858472239,0.523207642852238,NA,0.499594935808127,0.539082977114225,0.517715092543982,0.531210965928976,0.567003519664747,0.617744199335438,0.732620384405569,0.782175752077807
"W1-012","GmWMC010","W1",0.328778410142164,NA,0.342186661260651,0.310315466107792,0.404744857899443,NA,0.453445913494214,0.407806203546008,0.414057307800821,0.443461139392861,0.454263951802949,0.45904844840652,0.541114310129283,0.658937256584736
"W1-013","GmWMC035","W1",0.29965604753668,NA,0.316516187760238,0.269654893829617,0.442372950561055,NA,0.508337013707198,0.526109407237797,0.5100277891593,0.518317960238225,0.528208935739602,0.556089831461574,0.635940381496304,0.749542560605726
"W1-014","GmWMC157","W1",0.227108322650481,NA,0.234179295073078,0.146438495207206,0.26315846319187,NA,0.248377327798414,0.248620380698048,0.276677960257265,0.331604729366591,0.35987965671431,0.425824573730317,0.46983923031842,0.707700697619601
"W1-015","GmWMC185","W1",0.273169957208377,NA,0.371390483803456,0.303991656576023,0.456377416894972,NA,0.480976551991841,0.463459838991851,0.483925362733241,0.506096717174239,0.541565987023902,0.592348563320848,0.712677553806258,0.789623433353974
"W1-016","GmWMC124","W1",0.20734330965767,NA,0.320298837994978,0.271599836050221,0.374749759098312,NA,0.392990914421044,0.39325275459169,0.411834187755265,0.467917926568131,0.531950316138043,0.594438207656261,0.719105036850142,0.772284807641014
"W1-017","GmJMC034","W1",0.309050771426207,NA,0.423895603275507,0.249466088094464,0.443602175909904,NA,0.508046624244498,0.541887595386964,0.522834015305918,0.54630384700087,0.578972669102108,0.607891485317695,0.707840772985357,0.768152172126116
