"","variety","treatment","flower","freshWeight","GRVI","NDVI","GNDVI","BNDVI","NDRE","CIgreen","CIRE","MSR","NDI","ARI","mARI","RGBVI","RTVI"
"W1-001","GmJMC121","W1",1,86.94,-0.014066565115018,0.294906120682961,0.324621283051081,0.19802943208439,-0.102587956335106,0.96130148879309,-0.186085755328034,0.496678443850509,0.384734534022571,0.173426654705011,1.12364061795395,-0.175033950920709,-175.470924134562
"W1-002","GmJMC037","W1",1,104.085,0.0342901968891777,0.328133822022234,0.319219446567591,0.227819724484698,-0.0640815439192843,0.93780424531261,-0.120444799151869,0.566140997023723,0.390276876218201,0.164570735080202,1.07526466576355,-0.066629301937682,-117.416352649583
"W1-003","GmJMC067","W1",1,122.895,0.0281742292982806,0.287091298206079,0.291832237670824,0.0711774032664515,-0.0783808692789864,0.824222820185126,-0.145367431281168,0.480859371432288,0.353669806399355,0.14859873959042,0.927261521251038,-0.208821898942081,-127.407703172676
"W1-004","GmJMC091","W1",1,204.945,0.0583891682104861,0.313886811311399,0.286438401226251,0.182968925669164,-0.0451498843806127,0.802841430364559,-0.0863988452809049,0.535907940025036,0.359549911761912,0.148486218601374,0.894078307467071,-0.0371287021762931,-90.8301169399131
"W1-005","GmJMC039","W1",1,88.46,-0.0759226669219769,0.283531939578384,0.359253567108789,0.179896935577572,-0.0864642749412424,1.12135955400562,-0.159166347086596,0.473716562636064,0.367326104160718,0.191307300941898,1.28315353918031,-0.271771106876079,-168.406936876162
"W1-006","GmJMC130","W1",1,173.92,0.00536222631612234,0.280773462790412,0.30204097781292,0.208530908419101,-0.0765420250057216,0.865505520287224,-0.142199790109555,0.468207342130807,0.355355456675684,0.165990006929664,1.01381789980132,-0.101416419789704,-140.243866249911
"W1-007","GmJMC043","W1",1,163.345,-0.0651711958829404,0.310674614225452,0.38504365449617,0.258151050568724,-0.0995455304523884,1.25227099136059,-0.181066662572572,0.529188821963246,0.399246700411177,0.221225891427277,1.45135428134688,-0.213835175843838,-179.594394186784
"W1-008","GmJMC116","W1",1,145.92,-0.0809142225595259,0.260300435529494,0.344301184913864,0.228872497636938,-0.0793372685445527,1.05018089705907,-0.147011079588748,0.428018175179235,0.333000753566753,0.179249376600816,1.19768418674039,-0.193385879432748,-150.02278663524
"W1-009","GmJMC126","W1",1,189.27,-0.0356845973893169,0.30068606525275,0.362881582081569,0.251353138969172,-0.0726850685774153,1.13913386232708,-0.135519866373845,0.508501465277815,0.375803512944245,0.195696031074415,1.28813222373366,-0.145274587601955,-142.526490451433
"W1-010","GmJMC028","W1",1,143.18,-0.0130664227876237,0.30727811816871,0.356496432516707,0.250701904822256,-0.0801435271638156,1.1079858777192,-0.148394218265145,0.522116212686787,0.367115815355654,0.186670933274245,1.17117939227675,-0.133139682454659,-147.238781434489
"W1-011","GmWMC176","W1",1,118.77,0.00163157489749539,0.280479768769991,0.295155152035144,0.203006966488964,-0.06495573087789,0.837503936007366,-0.121986759838383,0.467623183534846,0.354833908185027,0.145288771044953,0.962647250581929,-0.0870704717954582,-135.72246914656
"W1-012","GmWMC119","W1",1,162.445,0.0416004176871392,0.333131971056806,0.325530803904323,0.235465150588098,-0.0564884271073333,0.965294831872722,-0.106936179828572,0.576914743765975,0.386546513135388,0.163342822471368,1.06185486257116,-0.0335097046951101,-109.714211646455
"W1-013","GmWMC132","W1",1,191.445,0.0233889664222487,0.322137690060149,0.328538128949022,0.182108017881057,-0.0716804771870868,0.97857568125139,-0.133772105982991,0.553332009651433,0.391661150974786,0.174555785227348,1.09893362463892,-0.114483751245302,-134.652033761115
"W1-014","GmWMC011","W1",1,204.13,0.0636802420908066,0.314638655780299,0.28372374874364,0.193247246962783,-0.0569234040965197,0.792219401644413,-0.107715263633357,0.537486146366852,0.377177438712644,0.1524624615885,0.92583630033703,-0.0617350725111343,-104.868229178062
