"","variety","treatment","flower","freshWeight","GRVI","NDVI","GNDVI","BNDVI","NDRE","CIgreen","CIRE","MSR","NDI","ARI","mARI","RGBVI","RTVI"
"W1-001","GmWMC152","W1",1,206.415,0.314233460862447,0.702778771229366,0.48853426193181,0.686719876524695,0.0880000309755768,1.91033043459594,0.192982537877019,1.82302965806811,0.64163622025915,0.49288302555887,1.62850081538406,0.57982988418546,32.0043624344384
"W1-002","GmJMC008","W1",0,34.71,0.21092729462923,0.299589376771161,0.116352189049549,0.203374937367892,-0.0964325458498237,0.263345315518694,-0.175902161640878,0.506250020847467,0.406180477381288,0.115771445380837,0.43967922310624,0.277452712072148,-87.9437782134009
"W1-003","Tachiutaka","W1",0,118.71,0.224839596983601,0.493873830953353,0.311795851300075,0.427792371175835,0.0231609256414478,0.906114437124929,0.0474201471378922,0.981751599515501,0.521980650279946,0.284921775006153,0.949786490692587,0.337390845492464,-0.974545542997463
"W1-004","GmWMC185","W1",1,213.945,0.310558626144299,0.666710509853495,0.436630427616967,0.643336704117234,0.0628993685282027,1.55006748498064,0.134242512025947,1.63320798178669,0.614790176645913,0.392087307673049,1.32511620106362,0.553318181861725,20.4075095811552
"W1-005","GmJMC110","W1",0,231.915,0.334595432557906,0.724329015574119,0.500889679875711,0.676920465378341,0.0753957540238061,2.00713012996267,0.163087625216752,1.95099153787149,0.650322638867687,0.459176616038797,1.61087539611098,0.580639949210257,26.8567308095408
"W1-006","GmJMC053","W1",0,108.38,0.237791125211613,0.499591805198556,0.314917437371659,0.461932228953597,0.0100440681637884,0.919356160996038,0.0202919500571268,0.998775998402332,0.522023509335571,0.283671381356131,0.912493167105162,0.386687207722583,-9.2867001795971
"W1-007","GmWMC035","W1",0,88.625,0.275178833589421,0.588958413002259,0.372608496080297,0.529081448212771,0.0249209702880749,1.18780217376991,0.0511157958046489,1.29914236651992,0.581332014373784,0.340567423197076,1.12606193282535,0.465199863201035,-0.542625978255495
"W1-008","GmJMC059","W1",0,194.295,0.276586996343787,0.717606003945946,0.538776468861686,0.677996509046324,0.0870720495725849,2.33629221588937,0.190753399713993,1.90973613840834,0.65454483344559,0.563440282150356,2.04504388080085,0.517182419043112,33.4693094959436
"W1-009","GmWMC006","W1",0,170.08,0.225606472672431,0.485861929077809,0.303487853234669,0.402898554716573,0.0126425096960535,0.87145028164719,0.025608778624167,0.958270207379808,0.518294941422717,0.265692972176543,0.858403793927974,0.335843879358901,-7.07286710593458
"W1-010","GmJMC005","W1",0,140.56,0.265924246588942,0.629988918915857,0.423883219197709,0.582410017372839,0.0466125238108661,1.47151839139449,0.0977830432035968,1.46467267172965,0.609001116480369,0.389345256616647,1.41040623178675,0.43930882917626,11.0455617296676
"W1-011","C1322","W1",0,189.955,0.277598305487495,0.685861502515351,0.497612719156649,0.656739944683214,0.0843652816726202,1.98099251240651,0.184277158360775,1.73057666467421,0.634315886080354,0.483738259203871,1.71990166331602,0.485046363443584,30.9089407146668
