"","variety","treatment","18","19","20","24","25","27","31","40","47","50","52","54","55","56","61"
"W1-001","GmJMC121","W1",0.294906120682961,0.277265408529276,0.293233261969971,0.256769525048332,0.253781235024453,0.250038248524599,0.256886848344238,0.371089409129595,0.514435970827328,0.594292653840363,0.60201512220614,0.678590298132004,0.663293493416086,0.684116215376209,0.748288256417817
"W1-002","GmJMC037","W1",0.328133822022234,0.317108803667022,0.32073709810538,0.295147741525079,0.283408922431954,0.281176341833853,0.307151497297508,0.397228865709883,0.556351268507683,0.67351174243385,0.643849726350636,0.690783943500524,0.681256738390206,0.704859756140894,0.750661427422084
"W1-003","GmJMC067","W1",0.287091298206079,0.271887554491884,0.329081770720618,0.257631034505268,0.254929135262158,0.267367224453152,0.298035854901527,0.396820427272279,0.453408993893828,0.44448477326902,0.472201123575133,0.535076554865501,0.533625353505195,0.579004405406486,0.658824719243385
"W1-004","GmJMC091","W1",0.313886811311399,0.291754675181203,0.337044339616132,0.320858480205459,0.33106962733843,0.290418615763672,0.377200756505495,0.565707561581679,0.643361390732068,0.611754477499466,0.673825820919854,0.716803510141503,0.714342681170537,0.723328134132852,0.790155610077233
"W1-005","GmJMC039","W1",0.283531939578384,0.278239108871351,0.321959063978949,0.252193524399123,0.265014608454934,0.264472691161668,0.324167360705349,0.377361196497153,0.485749752225741,0.561670395122308,0.53478552780096,0.604539836884216,0.595156086842766,0.621593431955999,0.684330679039871
"W1-006","GmJMC130","W1",0.280773462790412,0.282788660279268,0.313878248226678,0.274480281295442,0.301786293015893,0.289277051424054,0.309583634006319,0.406167327002862,0.47569791462636,0.463386257046541,0.507594890094522,0.633291741249143,0.595329152975015,0.636879536529629,0.693215002036827
"W1-007","GmJMC043","W1",0.310674614225452,0.303564863526139,0.298941631277577,0.249470423995932,0.263942949094643,0.24861418434889,0.270228064722775,0.413920503825168,0.55083398815796,0.607705451217011,0.587752572209326,0.643577453343411,0.61199729164695,0.631261142556903,0.693155780527976
"W1-008","GmJMC116","W1",0.260300435529494,0.276572409462523,0.26626616372226,0.251826265794887,0.247533055679622,0.249892146184632,0.25238970726071,0.352117550956887,0.407980980860095,0.44967641496533,0.46308376147487,0.546029013044529,0.516873102336398,0.572297612273686,0.670749812417466
"W1-009","GmJMC126","W1",0.30068606525275,0.305329476996787,0.292762118192572,0.269923524995813,0.289449746838036,0.269285118005792,0.317064380132991,0.537214969566029,0.680684233990122,0.722273592678504,0.729267403013501,0.73124088456555,0.711847933684501,0.735222115276544,0.795296238177337
"W1-010","GmJMC028","W1",0.30727811816871,0.282578384699518,0.294693906124034,0.251028093011491,0.264539334406875,0.264126486473392,0.276735662734252,0.389713863132874,0.522702680377063,0.548442841181614,0.555409701701142,0.638512658370763,0.601567066285256,0.626096906834861,0.769630357273581
"W1-011","GmWMC176","W1",0.280479768769991,0.284081410783845,0.296594367896125,0.237116058357887,0.2711186558055,0.264926485796871,0.302811195412516,0.428259337016471,0.592241609655423,0.634902436426975,0.664095327415054,0.696855054944602,0.701542469215772,0.708878067991787,0.773590179613725
